NOME|RTTTL
Hello|Hello:d=4,o=5,b=140:8c6,2d6,8p,16d,8p,16p,8f6,2d6,8p,16c,8p,16p,16c,16p,8f6,16g,16p,8d6,f6,d6,16g,16p,8f6,16d,16p,8d6,f6,d6,8c6,2d6,8p,16d,8p,16p,8f6,2d6,8p,16c,8p,16p,16c,16p,8f6,16g,16p,8d6,f6,d6,16g,16p,8f6,16d,16p,8d6,f6,d6,16d,8p,16p,8d
Hello|Hello:d=4,o=6,b=140:f_,8f_5,e5,d5,8p,c5,8c5,b5,a5,g5,8p,8a5,8a5,a5,b5,c,8b5,8a5,g5,8p,f_,8f_5,e5,8p,c5,8c5,b5,a5,g5,8a5,8a5,a5,b5,c,8b5,8a5,g5,p,f_,8f_5,g5,f_5,e5,8d5,d5,e5,f_5,8f_5,g5
HelloDol|HelloDol:d=4,o=5,b=250:e,2g.,e,c,e,g,2a.,e,c,e,g,d6,c6,d6,c6,d6,c6,d6,c6,2a.,f#,g,g#,2a,f,d.,f,a,2a#,f,d.,f,a,e6,d6,e6,d6,e6,d6,b,g,a,g,a,8b,2g.
HelloDol|HelloDol:d=4,o=6,b=200:e5,8p,f5,8p,f_5,8p,1g5,e5,c5,p,e5,8p,g5,8p,1a5,e5,c5,p,e.5,g5,8p,d.,c,8p,d.,c,8p,d.,c,8p,d.,8c,8p,1a5,8p,1b5,p,8p,2c.,8a5,p,2g.5,e5,g5,2p,8p,8c,8c,8c,c,8p,8a5,p,2g.5,e5,g5,p,e,8e,8e,p,e,8p,8e,8p,e.,d,8p,8f,p,8p,e,1c
HelloILo|HelloILo:d=16,o=5,b=100:a,32p,8a,8p,a,32p,g,32p,g,32p,g,32p,g,32p,c6,32p,c6,32p,c6,32p,4a,8p,a,32p,8a,8p,a,32p,g,32p,g,32p,g,32p,g,32p,c6,32p,c6,32p,c6,32p,4a
HelloSun|HelloSun:d=8,o=6,b=160:f#,p,a.,16p,4a.,p,1b,4a,4b,a.,16p,b.,16p,2a.,4p,f#,p,a,p,2a,1b,a.,16p,b.,16p,a.,16p,b.,16p,2a.,16d,16p,e.,16p,f#.,16p,2d
HellYeah|HellYeah:d=4,o=5,b=160:8a#,8a#,8c6,8c6,8c6,8c6,8a#,8p,8a#,8a#,8g#.,16p,8g#,8g,8g#,8g,8f.,16p,8f,8p,8g#,8p,8f.,16f,8p,8f,2d#,f,8a#,8a#,8c6,8c6,8c6,8c6,8a#,8p,8a#,8a#,8g#.,16p,8g#,8g,8g#,8g,8f.,16p,8f,8p,8g#,8p,8f.,16f,8p,8f,2d#,f,8a#,8a#,8c6,8c6,8c6,8c6,8a#,8p,8a#,8a#,8g#.,16p,8g#,8g,8g#,8g,8f.,16p,8f,8p,8g#,8p,8f.,16f,8p,8f,2d#,f
HeLovesU|HeLovesU:d=4,o=5,b=80:8c6,16p,8g.6,8f6,8p,8g6,16f6,16d#6,8c6,8a#,16p,8f.6,8d#.6,16p,8g6,8f6,8d#6,8c6,16p,8g.6,8f6,p,8p,16d#6,8f6,g6,8p,16d#6,16f6,16d#6,8c6
HeLovesU|HeLovesU:d=4,o=5,b=80:8d#6,8f6,8c6,16d#6,16d#6,16d#6,16d#6,8f6,8p,16d#6,16d#6,16d#6,16d#6,8d#6,8c6,16a#,16a#,16a#,16a#,c6,16d#6,16d#6,16d#6,16d#6,8f6,8c6,16p,16d#6,16d#6,16d#6,8f6,8p,16d#6,16d#6,16c6,16c6,8p,16c6,16c6,16a#,16a#,16c6,16p,c6
HeLovesU|HeLovesU:d=4,o=6,b=80:8c,16p,8g.,8f,8p,8g,16f,16d_,8c,8a_5,16p,8f.,8d_.,16p,8g,8f,8d_,8c,16p,8g.,8f,p,8p,16d_,8f,g,8p,16d_,16f,16d_,8c
HeLovesY|HeLovesY:d=16,o=6,b=80:8c,p,8g.,8f,8p,8g,f,d#,8c,8a#5,p,8f.,8d#.,p,8g,8f,8d#,8c,p,8g.,8f,4p,8p,d#,8f,4g,8p,d#,f,d#,8c
HeLovesY|HeLovesY:d=16,o=6,b=80:8d#,8f,8c,d#,d#,d#,d#,8f,8p,d#,d#,d#,d#,8d#,8c,a#5,a#5,a#5,a#5,4c,d#,d#,d#,d#,8f,8c,p,d#,d#,d#,8f,8p,d#,d#,c,c,8p,c,c,a#5,a#5,c,p,4c
Help|Help:d=16,o=5,b=113:4c6,4c6,4c6,4c6,8c6,4c6,4c6,4c6,4c6,4c6,4d#6,2c6,8a#,2g#,8c6,8b,4c6,8b,8c6,8b,2c6,8g#,4c#6,4c#6,4c#6,8c#6,1c6,4d#6,4d#6,8d#6,4d#6,4d#6,4c#6,4c6,4a#,2c#6,4c6,2a#,8c6,4c#6,4d#6,4d#6,4d#6,4d#6,4d#6,4c#6,4c6,4a#,2c#6,4c6
Help|Help:d=4,o=5,b=112:4c6,4c6,4c6,4c6,8c6,4c6,4c6,4c6,4c6,4c6,4d#6,2c6,8a#5,2g#5,8c6,8b5,4c6,8b5,8c6,8b5,2c6,8g#5,4c#6,4c#6,4c#6,8c#6,1c6,4d#6,4d#6,8d#6,4d#6,4d#6,4c#6,4c6,4a#5,2c#6,4c6,2a#5,8c6,4c#6,4d#6,4d#6,4d#6,4d#6,4d#6,4c#6,4c6,4a#5,2c#6,4c6
HelpMe|HelpMe:d=16,o=5,b=100:8e.6,2e6,p,8e6,e6,8e6,e6,4f#6,8a,8a,8b,8c#6,a,8a.,8b.,a,4a.,8p,b,8b,8a,8b,8p,p,2a,8e.6,2e6,p,8e6,e6,8e6,e6,4f#6,8a,8a,8b,8c#6,a,8a.,8b.,a,2a
HelpMeRh|HelpMeRh:d=4,o=6,b=320:a.5,8a.5,2b5,d,2b5,2d,8d.,d.,d,g.,8g.,f#.,8e.,2f#,2f#,1d.,8b.5,d.,8d.,2e,2d,2c#,8d,8c#,1b.5,2b5,8b.5,2f#,f#,2e,8e.,d.,2c#,8e.,8d.,1b.5,a5,2b5,1a5,2f#,8e.,2d,a.5,2g,8g.,2f#,8e.,f#.,8e.,f#.,1d.
HeMan|HeMan:d=8,o=6,b=160:g,g,g,4g,4e,g,a,g,f,4g,4c,g,a,g,f,4g,4e,c,2d.,4p,4e.,4a5,4c,e,f#,e,d,4e,4a5,e,f#,e,d,4e,4a5,g5,2a5
Hemingwa|Hemingwa:d=4,o=6,b=90:8b5,16c_,8d.,32f_5,32p,32f_5,16p,32p,32f_5,16p,32p,32b5,8p,32p,32f_5,32p,8c_,8b5,8a.5,f_5,16p,32a5,8p,32p,32e5,32p,32e5,32p,32a5,32p,32b5,32p,32c5,32p,32c_5,32p,8a5,8b5,e,16p,8d.,16b5,16c_,8b5,c_
HenrysCa|HenrysCa:d=8,o=5,b=355:g,p,d,p,d6,p,b4,p,16b4,16b,p,16c,16g,p,d,p,g,p,d,p,d6,p,b,p,16b4,16g,p,16c,16a,p,c,p,b,p,c,p,g,p,d,p,d6,p,b4,p,16b4,16b,p,16c,16g,p,d,p,g,p,d,p,d6,p,b,p,16b4,16g,p,16c,16a,p,c,p,b,p,c,p,16b4,b,16p,16b4,b,16p,16b4,b,16p,16b4,b,16p,16b4,b,16p,16b4,b,16p,16b4,b,16p,16b4,b,16p,16b4,b
Here'sTo|Here'sTo:d=32,o=5,b=25:c6,a#,16g#,8f,c6,a#,8g#.,c6,a#,16c.6,a#,c6,a#,8g#.,f,a#,8g#.,d#,a#,16g#,g#,g#,g#,g,16g,16g#.
Here'sTo|Here'sTo:d=32,o=6,b=28:c#,c,c#,16d#.,16c,a#5,16g#5,8c.,c#,c,c#,16d#.,16c,a#5,16g#5,8c.,c#,c,c#,16d#.,16c,a#5,16g#5,16c,16c,16a#5,16a#5,4g#.5
Here4One|Here4One:d=4,o=6,b=100:8d,8g5,8d,8g5,8d,8g5,8d,8p,8d_,d,8p,8c,a_5,8p,8a5,8g5,8d,8g5,8d,8g5,8d,8p,8d_,d,8p,8c,a_5,8d,8g5,8d,8g5,8d,8g5,8d,8p,8d_,d,8p,8c,a_5,8p,8a5,8g5,8d,8g5,8d,8g5,8d,8p,8d_
HereAndN|HereAndN:d=8,o=5,b=140:4f,4a,2a.,p,c,a,a,a,a,4a#,4a,2g.,p,c,g,g,g,g,4a,4g,1f,4p.,d,d,4d,2c,4f.,f,d,1c,4f,4a,2a.,p,c,a,a,a,a,4a#,4a,2g.,p,c,g,g,g,g,4a,4g,1f,4p.,d,d,4d,2c,4f.,f,d,2c,4f,4e,4d
HereCome|HereCome:d=16,o=6,b=125:4b,a,b,a,4b,a,b,a,8b.,a,8a,e,4f#,a,b,a,2b.,0p,4b,a,b,a,4b,a,b,a,8b.,a,8a,e,4f#,a,b,a,2b.
HereIAm|HereIAm:d=16,o=5,b=225:4a,4a,2f#.6,2d.6,4a,4a,2f#.6,2e.6,4a,4a,2d6,4e6,4f#6,4f#6,4e6,2d.6,2f#6,2e.6,4a,4a,2a.6,2d.6,4a,4a,2f#.6,2e.6,4a,4a,2g6,4f#6,2e6,2d.6,1a6,4p,4d6,4c#6,2d6,4c#,4d,2a,4a,4d6,1f#6,2e6,4d6,4c#6,2b,4c#6,4g,2d6,4b,4c#6,1f#6
HereIGoA|HereIGoA:d=4,o=6,b=100:g5,8p,8f5,8f5,16d_5,16d_5,8p,16d_5,16f5,8f5,8d_5,8d_5,16f5,8g.5,8f5,p,g5,8f5,8f5,16f5,16d_5,16c5,8d_.5,8d_5,8f5,8d_5,16d_5,16c5,16d_5,8g.5,8a_5,16p,8g.5,8g_.5,16g5,8f5,8g_5,16g_5,8g5,16f5,16p,8d_5,8p,8g_5,16g5,16f5,8d_5,16g5,p,8p,16d_5,16f5,8g.5,8g.5,16d_5,16f5,8g5,8g5,8g5,8g5,8g5,8g5,2c.
HereItCo|HereItCo:d=4,o=5,b=180:a6,a6,2a6,g#6,2b.6,p,16e6,8p,16e6,8p,16e6,8p,16e6,8p,16e6,8p,16e6,8p,e6,e6,g#6,f#6,e6,2g6,16c6,8p,g6,e6,g6,a6,b6,2e6,16a,8p,a6,a6,2a6,g#6,2b.6,p,16e6,8p,16e6,8p,16e6,8p,16e6,8p,16e6,8p,16e6,8p,e6,e6,g#6,f#6,e6,2g6,16c6,8p,g6,e6,g6,a6,b6,2e6,16a
HereItCo|HereItCo:d=4,o=5,b=180:c#6,c#6,2c#6,c6,2d#.6,p,16g#,16p,8p,16g#,16p,8p,16g#,16p,8p,16g#,16p,8p,16g#,16p,8p,16g#,16p,8p,g#,g#,c6,a#,g#,2b,16e,16p,8p,b,g#,b,c#6,d#6,2g#,16c#,16p,8p,c#6,c#6,2c#6,c6,2d#.6,p,16g#,16p,8p,16g#,16p,8p,16g#,16p,8p,16g#,16p,8p,16g#,16p,8p,16g#,16p,8p,g#,g#,c6,a#,g#,2b,16e,16p,8p,b,g#,b,c#6,d#6,2g#,16c#,16p,8p
HereToSt|HereToSt:d=16,o=6,b=140:e,p,e,p,8e.,p,4a.,8p,a.,32p,a,p,32a,p.,4b,8a,4p,e,p,e,p,e,p,2c#7,8p,8c#7,32a,p.,a,p,4b,8a,8p,32e,p.,32e,p.,32e,p.,32e,p.,4a.,8p,e,p,e,p,32e,p.,e,p,4b.,8p,32e,p.,32e,p.,32e,p.,e,p,2c#7,8p,8c#7,8a,8b,4f#.
HereToSt|HereToSt:d=4,o=6,b=50:8f5,8f_5,32f5,32g_5,32g5,32f_5,32f5,32f_5,16g5,8f5,8f_5,32f5,32g_5,32g5,32f_5,32f5,32f_5,16g5,8a_5,8b5,32a_5,32c_,32c5,32b5,32a_5,32b5,16f,8a_5,8b5,32a_5,32c_,32c5,32b5,32a_5,32b5,16e,8a_5,8b5,32a_5,32c_,32c5,32b5,32a5,32b5,16f
HereWeAr|HereWeAr:d=4,o=5,b=125:16d#6,16p,16d#.6,16p,d#6,32p,16p,16c#.6,b.,16b,16p,16d#.6,16f#6,32p,16d#6,32p,8f#6,32p,16p,g#.6,16d#6,16p,16d#6,32p,e6,32p,8e6,32p,16p,16e6,32p,16d#6,32p,16c#6,32p,2b.,32p,16p,8g#.6,8g#.6,8a#6,32p,16p,16g#6,32p,8f#.6,8f#6,16p,8d#.6,b,16p,f#.6,16p,16p,16f#6,16p,16g#6,32p,f#6,32p,16d#6,32p,16d#6,32p,8d#6,32p,16p,16c#.6,b.,16b,16p,16d#6,32p,16f#6,32p,16d#6,16p,8f#.6,g#.6,16f#6,16p,16g#6,32p,b6,8g#.6,16p,8f#.6,16d#6,32p,8c#.6,2b
HereWeCo|HereWeCo:d=4,o=5,b=100:16c#7,16p,16e#7,16g#7,p,16f#7,16p,16d#7,16d#6,p,16c#7,16p,16g#7,16p,16g#7,16a#7,16p,16f#7,16p,16d#7,16d#6
HereWeCo|HereWeCo:d=4,o=6,b=100:16c_7,16p,16e_7,16g_7,p,16f_7,16p,16d_7,16d_,p,16c_7,16p,16g_7,16p,16g_7,16a_7,16p,16f_7,16p,16d_7,16d_
HereWeGo|HereWeGo:d=16,o=5,b=140:8c,8p,8a,8p,8a,8g,8a,8p,8g,8f,8g,8p,8g,8f,8d,8f,8d,8p,8c,8p,8a,8p,8a,8g,8a,8p,8g,8f,8g,8p,8g,8f,8d,8f,8d,8p,8c
HereWeGo|HereWeGo:d=8,o=5,b=160:c.6,c.6,4c.6,a#.,a.,4a.,g#.,a.,1a,p,g#.,a.,4a.,g#.,a.,4c.6,a.,c.6,2a#.,4g.,g.,g.,4g.,g.,g.,4g.,f#.,g.,1a#,p,a.,g.,a.,2c6,16p.,4d.6,4d.6,1g
HereWeGo|HereWeGo:d=8,o=5,b=180:c.6,c.6,4c.6,a#.,a.,4a.,g#.,a.,1a,p,g#.,a.,4a.,g#.,a.,4c.6,a.,c.6,2a#.,4g.,g.,g.,4g.,g.,g.,4g.,f#.,g.,1a#,p,a.,g.,a.,2c6,p,4d.6,4d.6,1g
HereWith|HereWith:d=4,o=5,b=56:32p,16c,16d.,16c.,8d.,16c.,2d#,32d.,16c.,16d.,16c.,8d,8d#.,2c,16c.,16d#.,16f.,16g.,16d#.,f.,16d#.,8f,32g.,16c.,f.,16d#.,2g,16f,16d#,16d.,8d#
HerGhost|HerGhost:d=4,o=6,b=125:8d,8d,8d,8d,d,e,8e,8e,8e,8e,c,1a_5,2p.,8d,8d,8d,8d,8d,d,e,8e,8e,8e,8e,e,1f,p,8d,8d,8d,8d,d,8d,8d,8d,8d,8e,8e,e,e.,8c,1a_5,2p,2e,2g,1d
Herinner|Herinner:d=4,o=6,b=63:16a_.,16a,16g.,a,16p,32p,16f,16g.,a,16p,32p,16a_,16g.,a,16p,32p,16a,16a.,8c7,32p,8a_,16p,16a,16g.,a,16p,32p,8c7,32p,8c7,8a_,8a,16g.,32f,32g,32f,16p,f,8a_,a
HermesHo|HermesHo:d=4,o=6,b=125:8g5,8a5,2b.5,8a5,8g5,2a.5,8b5,8a5,2g.5,8b5,8d,2e.,8e,16d,8d.,2b5,8a5,16g5,8a.5,2b5,8a5,8g5,2g.5,8g5,8a5,2g.5
Hero(Sou|Hero(Sou:d=4,o=6,b=120:d_,d_,d_,a_,g_,f_,8f,8d_,b5,d_,a_,g_,f_,8f,8d_,c_5,f,d_,d_5,d_5,d_5,d_5,d_5,d_,d_,d_,d_,d_,d_,a_,g_,f_,8f,8d_,b5,d_,a_,g_,f_,8f,8d_,c_5,f,2d_.,d_5,d_5,d_5,d_5,d_5,d_5,d_,d_,a_,g_,f_,8f,8d_
Hero|Hero:d=16,o=5,b=160:4d#,4d#,4d#,4a#,4g#,4f#,8f,8d#,4b6,4d#,4a#,4g#,4f#,8f,8d#,4c#7,4f,4d#,4d#7,4d#7,4d#7,4d#7,4d#7,4d#,4d#,4d#,4d#,4d#,4d#,4a#,4g#,4f#,8f,8d#,4b6,4d#,4a#,4g#,4f#,8f,8d#,4c#7,4f,2d#.,4d#7,4d#7,4d#7,4d#7,4d#7,4d#7
Hero|Hero:d=16,o=5,b=35:c,c,g,f,d#,d,8c,32d,g,f.,32d#,d,d#,d,d,4c.
Hero|Hero:d=16,o=5,b=63:8c6,8c.6,8d.6,8d.6,8d.6,8c.6,8d.6,1d6,8c6,8c.6,8d.6,8d.6,8d.6,8c.6,1d6,8c6,8c.6,8d.6,8d.6,8d.6,8c.6,8d.6,2d6,4c.6,4c.6,4c6,8a.,8a#.,a,4f
Hero|Hero:d=4,o=6,b=160:d_,d_,d_,a_,g_,f_,8f,8d_,b5,d_,a_,g_,f_,8f,8d_,c_5,f,d_,d_5,d_5,d_5,d_5,d_5,d_,d_,d_,d_,d_,d_,a_,g_,f_,8f,8d_,b5,d_,a_,g_,f_,8f,8d_,c_5,f,2d_.,d_5,d_5,d_5,d_5,d_5,d_5,d_,d_,a_,g_,f_,8f,8d_,b5,d_,a_,g_,f_,8f,8d_,c_5,f,d_,d_5,d_5,d_5,d_5,d_5,d_,d_,d_,d_,d_,d_,a_,g_,f_,8f,8d_,b5,d_,a_,g_,f_,8f,8d_,c_5,f,2d_.,d_5,d_5,d_5,d_5,d_5,d_5
Hero|Hero:d=4,o=6,b=31:16a#5,32d#,16f.,8d#.,32a#5,32d#,16f,32f,16f,16g,16f,8d#.,32a#5,32d#,16f,32f,16f,32d#,8d#.,32d,32d#,16f,16c.,8a#.5,16a#5,32d#,16f.,32f,16f,8d#.,32a#5,32d#,16f,32f,16f,32g,8g#.,32a#5,32d#,16g#,32f#,16f#,32f,8d#.,32d#,32d#,16f,f
HeroOfTh|HeroOfTh:d=4,o=5,b=100:8c#6,8d#6,8c#6,8d#6,8a#6,8d#7,8p,8f#6,8a#6,8d#7,8p,8g#6,8d#6,8p,8g#6,8a#6,8d#7,8p,8a#6,8d#7,8f#7,8d#7,8p,8a#6,8f#7,8p,8a#6,8f#7,8d#7
HeSexyLa|HeSexyLa:d=4,o=6,b=112:2a.5,e5,2a5,8p,16a5,16a_5,16c,16a_5,16a5,16c,2a_.5,f5,2a_5,8p,16a5,16a_5,16c,16a_5,16a5,16a_5,2a.5,e5,2a5,8p,16a5,16a_5,16c,16a_5,16a5,16c,2a_.5,f5,2a_5,8p,16a5,16a_5,16c,16a_5,16a5,16a_5,1a5
HetBanan|HetBanan:d=4,o=5,b=90:16g,16g,8a,8b,c6,8g,8a,g,8f,8e,2g,8p,8g,8a,d6,8c6,8b,a,8b,c6,8g,16g,g,g,a,8g,8g,2c6,2c6,d6,c6,8c6,2a,8g,c6,8g,8a,g,8f,8e,2g,8p,8g,8a,d6,8c6,8b,a,8b,2c6
HetFeest|HetFeest:d=4,o=6,b=125:f5,a_5,8a5,8g5,8a_5,8a5,8p,8a5,c,a5,8g5,8f5,8p,8f5,a5,a_5,8a5,8g5,8p,2f.5,8p,f5,a_5,8a5,8g5,8a_5,8a5,8p,8a5,c,a5,8g5,8f5,8p,8f5,g5,a_5,8a5,8c,8p,2a_.5,8p,f5,a_5,8a5,8g5,8a_5,8a5,8p,8a5,c,a5,8g5,8f5,8p,8f5,a5,a_5,8a5,8g5,8p,2f.5,8p,f5,a_5,8a5,8g5,8a_5,8a5,8p,8a5,c,a5,8g5,8f5,8p,8f5,g5,a_5,8a5,8c,8p,2a_.5,8p
HetIsEen|HetIsEen:d=16,o=5,b=125:8f6,8e6,8d6,2e6,8e6,8e6,8e6,4e6,8d6,4c6,4b,8b,4c6,2a,8c6,8c6,8c6,4c6,8c6,4c6,4d6,4d6,8d6,4d6,2c6,4e6,8e6,4e6,4d6,2c6,8c6,8c6,4c6,8c6,4c6,4b,2b,4a,2a
HetIsVri|HetIsVri:d=4,o=6,b=180:a_5,a_5,a_.5,8c,2p,g5,g5,g5,f5,g.5,8a_5,2p,8f5,8f5,f5,f5,d_5,g.5,a_.5,8f5,8f5,f5,8f5,8f5,f5,d_5,g.5,1d_5,8p,p,8a_5,8a_5,8a_5,8p,8a_5,8a_5,8a_5,8p,8g_5,8g5,8g_5,8p,8g_5,8g_5,8g_5,8p,8g5,8f5,8g5,8p,8g5,8g5,8g5,8p,8d_5,8g5,8p,2f5,8p,8a_5,8a_5,8a_5,8p,8a_5,8a_5,8a_5,8p,8g_5,8g5,8g_5,8p,8g_5,8g_5,8g_5,8p,8g5,8f5,8g5,8p,8g5,8g5,8g5,8p,8d_5,8g5,8p,2f5
HeWasn't|HeWasn't:d=4,o=5,b=100:32p,8b4,8d,8e,8g,g.,16e,16g,8a,8b,16a,16g,8e,g.,16e,16g,8a,8b,16a,16g,8e,f#.,8e,g.,16e,16g,8a,8a,8a,8a,8b4,8d,8e,8g,g.,16e,16g,8a,8b,16a,16g,8e,g.,16e,16g,8a,8b,16a,16g,8e,f#.,8e,g.,16g,16g,8a,16a,16a,16p,16g,g
HeWasn't|HeWasn't:d=4,o=6,b=100:8d,8e,8g,g.,16e,16g,8a,8b,16a,16g,8e,g.,16e,16g,8a,8b,16a,16g,8e,f_.,8e,g.,16e,16g,8f_,16f_,16c,16d,8d,8c,16c,16c,8c,c
HeWasntM|HeWasntM:d=4,o=5,b=100:8b4,8d,8e,8g,g.,16e,16g,8a,8b,16a,16g,8e,g.,16e,16g,8a,8b,16a,16g,8e,f#.,8e,g.,16e,16g,8a,8a,8a,8a,8b4,8d,8e,8g,g.,16e,16g,8a,8b,16a,16g,8e,g.,16e,16g,8a,8b,16a,16g,8e,f#.,8e,g.,16g,16g,8a,16a,16a,16p,16g,g
Hey,Hey,|Hey,Hey,:d=4,o=6,b=225:2a.5,p,a5,b5,c,2d.,2p,b5,a5,g5,2a5,p,a5,p,p,a.5,2p,a5,p,a5,p,a.5,8p,2c.,p,c,d,e,2g.,2p,a,g,b5,a.5,p,a5,p,a5,p,a.5,2p,p,f5,p,2f.5
HeyBaby!|HeyBaby!:d=4,o=6,b=200:2g.5,a5,8e5,g.5,a5,8e5,p,p,8e5,8e5,8f5,g.5,8e5,8d5,2c.5,8c5,8c5,8e5,e5,1c.5,2p,8p,1g.5,a5,8e5,g.5,a5,8e5,p,8c5,p,8e5,8e5,8f5,g.5,8e5,8d5,2c.5,8c5,8c5,8e5,e5,1c.5
HeyBaby(|HeyBaby(:d=4,o=5,b=160:2g.,a,8e,g.,a,8e,p,p,8e,8e,8f,g,8e,8d,2c.,8c,8c,8e,e,1c.,2p,8p,1g.,a,8e,g.,a,8e,p,8c,p,8e,8e,8f,g.,8e,8d,2c.,8c,8c,8e,e,1c.
HeyBaby(|HeyBaby(:d=8,o=6,b=140:4g,c5,c5,a4,a4,a4,d5,p,g5,p,g5,a,4e,4g,a,c5,c5,a4,4a4,d5,p,d5,p,d5,e,f,e,4g.,e,d,4c,e5,d5,4c5,c,c,e,e,d,4c.,c5,p,e5,4e5,c5
HeyBaby|HeyBaby:d=16,o=5,b=125:8b,8e,8e,8b,8e,8e,8b,8p,8b.,8a,8p,p,8b.,8a,8p,p,8b,8e,8e,8b,8e,8e,4b,8p,8a,8a,8g,8f#.,8e.,8d,8b,8e,8e,8b,8e,8e,4b,8b.,8a,8p,p,8b.,8a,8p,p,8a,8d,8d,8a,8d,8d,8a,p,d,8e,e,e,8e,e,e,8e,8p,8e,8p,8e
HeyBaby|HeyBaby:d=4,o=5,b=900:8a4,16a#4,16b4,16c,16c#,16d,16d#,16e,16f,16f#,16g,16g#,16a,16a#,16b,16c6,8c#6,16d6,16d#6,16e6,16f6,p,p,16a4,16a#4,16b4,16c,16c#,16d,16d#,16e,16f,16f#,16g,16g#,16a,16a#,16b,16a#,16a,16g#,16g,16f#,16f,16e,16d#,16d,16c#,16c,16b4,16a#4,16a4
HeyBaby|HeyBaby:d=8,o=6,b=140:2f,g,4d,4f,4g.,d,d,d#,4f,d,c,2a#5.,a#5,a#5,d,4d,4a#5.,a#5.,c,4c,4a#5,f5,f5,f5,f5,f5,f5,f5,2f,g,4d,4f,4g.,d,d,d#,4f,d,c,2a#5.,a#5,a#5,d,4d,4a#5.,a#5.,c,4c,4a#5,a#5,a#5,a5,a5,g#5,g#5,4g5
HeyBoy!|HeyBoy!:d=4,o=6,b=140:c,2a.5,8g5,8a5,8g5,8f5,8p,f.5,8f5,8g5,2a.5,8g5,8a5,8g5,8f5,8p,f.5,c,2a.5,8g5,8a5,8g5,8f5,8p,f.5,8f5,8g5,8g_5,8g_5,8g_5,8g_5,g5,f5,p,2p,c,2a.5,8g5,8a5,8g5,8f5,8p,f.5,8f5,8g5,2a.5,8g5,8a5,8g5,8f5,8p,f.5,c,2a.5,8g5,8a5,8g5,8f5,8p,f.5,8f5,8g5,8g_5,8g_5,8g_5,8g_5,g5,f5
HeyGoodL|HeyGoodL:d=32,o=6,b=200:2p,8p,p,16b.5,8c#,p,2e.,16p,p,4c#,8b5,p,2c#.,16p,p,2e.,4c#,8b5,p,2c#.,16c.,8c#,p,16c.,4c#,8c#,p,4d.,8d#,4d#.,4c#,8b5,1e
HeyHeyMy|HeyHeyMy:d=4,o=5,b=140Bpm:2e,8e,8f#,8g,2a,8a,8g,8f#,e,8p,g,g,g,p,g,g,g,2e,8e,8f#,8g,2a,8a,8f#,e,8p,g,g,g,p,g,g,g
HeyHeyWe|HeyHeyWe:d=32,o=6,b=45:f.,16f,d#,c#.,16f,8f.,g#5,c#.,c#,c#.,c#,d#.,c#,d#.,4f,g#5,16c#,16c#,d#.,16c#,16f,8c#.,g#5,16c#,c#.,c#,d#.,16d#,4a#5,g,g.,16g,f,d#.,16g,8g.,d#.,d#,d#.,d#,f.,d#,f.,4g,16d#,d#.,16f,d#,f.,16g,8d#.,a#5,16d#,16d#,f.,d#,f.,4c
HeyJealo|HeyJealo:d=4,o=5,b=225:32p,8d.,2f,f.,d#.,d#.,8d.,1c.,c.,d.,d.,8d#.,d.,1c,f.,8f.,2f,d#.,d#.,8d.,1c.,c.,d.,d.,8d#.,d.,1c
HeyJoe|HeyJoe:d=4,o=6,b=180:c,e,f,f#,g5,b5,c,c#,d,8f#,g5,g#5,a5,c#,d,d#,e,8p,8e,e,p,a#5,8d,8b5,8g,e,8p,8e,e
HeyJude1|HeyJude1:d=4,o=5,b=80:c6,2a,8p,8a,8c6,8d6,2g,p,8g,8a,a#,f6,8f6,8e6,8c6,8d6,16c6,16a#,2a,8p,8c6,8d6,8d6,8p,8d6,16g6,8f6,8e6,16f6,8d6,c6,p,8f,8g,8a,8d6,c6,8p,8c6,8a#,8a,8e,8e,f
HeyJude2|HeyJude2:d=4,o=6,b=140:g.,2e.,e,g,a,2d.,d,e,f.,2c7,c7,8b,g,a.,8g,8f,e.,8p,g.,a,a.,8p,a,8d7,c7.,b,8c7,a,g.,8p,c,d,e,8a,g.,8p,g,f,b5,d.,c.
HeyJude|HeyJude:d=4,o=5,b=100:8g#6,8e#6,16p,16e#6,16e#6,16g#6,16a#6,8d#6,16p,16d#6,16e#6,8f#6,16c#7,16c#7,16c#6,16g#6,16a#6,16g#6,16f#6,8e#6,16p,16g#6,16a#6,16a#6,16d#7,16c#7,16c#6,16c#6,16c#7,16a#6,8g#6,16p,16c#6,16d#6,16e#6,16a#6,8g#6
HeyLeona|HeyLeona:d=16,o=6,b=56:32p,32f,f,f,32d#,4f,c#,a#,8g#,f,f,d#,32f,d#,c#,d#.,f,32d#,d#.,c#,32c#,c,c,a#.5,c,32c,a#5,g#5,8g#5,32g#5,f,d#,f#,4f,c#,a#,8g#,f,f,32d#,f,8d#.,f,f,d#,f,32d#,f,8d#,32c#,32d#,f.,32d#,f.,d#,32f,d#,c#,d#.,4c#
HeyLittl|HeyLittl:d=8,o=5,b=140:2a#,a,1g,4p.,a#.,a.,g,4a.,4g.,2d.,d.,f.,g,4d.,4c.,1c,1p,4p,2a#,a,1g,4p,g,a#.,a.,g,1d,4p,4d,d.,f.,g,4d.,4c.,1c,4p,c,16c,16c,c,16c,16c,c,16c,16c,c,16c,16c,c,16c,16c,c,16c,16c,c
